what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1322834468520
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834468832
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834472513
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1322834474916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834475212
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834478847
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildProject",1322834487733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834488045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834490947
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1322834493146
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834493443
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834496360
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322834508155
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322834508375
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322834508470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1322834514298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834521630
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834527362
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1322834528241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834528465
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834531207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834536397
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834541734
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1322834542600
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834542740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834545470
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322834555821
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322834555821
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322834558832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834603032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834611019
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834613141
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834613468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834615949
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834628054
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834635495
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834649395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834651735
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834654605
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1322834654605
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1322834654605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834658786
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834670970
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834673606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834694292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834697238
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322834764476
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834803496
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1322834803636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322834807489
